"assay_type","feature_id","original_class","name","quality","method","group","chain_length","mean_value__DMEM","mean_value__3T3-L1","mean_value__Adipocytes","mean_value__BMC + 3T3-L1","mean_value__BMC + Adipocytes","median_value__DMEM","median_value__3T3-L1","median_value__Adipocytes","median_value__BMC + 3T3-L1","median_value__BMC + Adipocytes","log2FC_BMC_Adipo_vs_BMC_3T3","log2FC_Adipo_vs_3T3","log2FC_BMC_Adipo_vs_Adipo","log2FC_BMC_3T3_vs_3T3","bmc_effect_adipocyte_abs","bmc_effect_3T3_abs","delta_bmc_effect_abs","bmc_effect_adipocyte_log2","bmc_effect_3T3_log2","delta_bmc_effect_log2","biological_pattern"
"Lipid",629,"Plasmalogenethanolamines","PlasEA-(34:01)",3,NA,"Plasmalogen","Very-long-chain",0.000992166232026299,265.115637172402,85.9801065864869,1602.743432693,1980.40379057819,0.00097489349756488,384.236427635399,0.00108999322865687,1583.64462858674,2022.68494384565,0.353022991706924,-18.4273142788245,20.8235196943955,2.04318242386412,2022.68385385242,1199.40820095134,823.275652901083,20.8235196943955,2.04318242386412,18.7803372705314,"Stronger BMC-associated accumulation in adipocyte context"
"Lipid",671,"Sphingomyelines","SM-(d18:1/20:04)",3,NA,"Sphingomyelin",NA,10.7484315395492,40.3797963110244,4.6221987402501,34.4716406196588,24.0647543716065,0.00097489349756488,37.4120346777332,0.000957145630622731,28.7724070485115,27.6258617471139,-0.0586664515276175,-15.2544029482719,14.8169199862621,-0.37881651048214,27.6249046014833,-8.6396276292217,36.264532230705,14.8169199862621,-0.37881651048214,15.1957364967442,"Stronger BMC-associated accumulation in adipocyte context"
"Lipid",416,"Phosphatidylethanolamines","PEA-(40:09)",3,NA,"Phosphatidylethanolamine","Very-long-chain",5.29072424689021,8.14974444064171,15.8507640834363,24.4082329135161,31.6842928640802,5.55006868163686,0.00150640433643434,14.5868994106904,29.1138785166431,39.5598023028938,0.442328169943353,13.2412756206193,1.43936195950807,14.238309410184,24.9729028922034,29.1123721123067,-4.13946922010332,1.43936195950807,14.238309410184,-12.798947450676,"Adipocyte-enriched; further increased after BMC co-culture"
"Lipid",383,"Phosphatidylethanolamines","PEA-(32:02)",3,NA,"Phosphatidylethanolamine","Very-long-chain",3.04663031080283,2.14304335377925,10.2714221724182,3.69760929864221,107.593950751109,4.52891520853574,0.00148043348809834,4.12816910487584,5.44557130757212,136.849633345735,4.65136434550888,11.4452657049734,5.05094568877749,11.844847048242,132.721464240859,5.44409087408403,127.277373366775,5.05094568877749,11.844847048242,-6.79390135946448,"Adipocyte-enriched; further increased after BMC co-culture"
"Lipid",95,"free Fatty Acids","FA-(22:06)",3,NA,"Fatty acid / Carboxylic acid","Very-long-chain",23.2601802958299,0.632302748495044,15.6000191722153,11.0836148363641,7.97790719244862,20.971032476753,0.758200066477723,15.8155783321837,11.0849589722576,7.88511766540533,-0.491399241589712,4.38262391716951,-1.0041421232586,3.86988103550062,-7.93046066677836,10.3267589057798,-18.2572195725582,-1.0041421232586,3.86988103550062,-4.87402315875922,"Adipocyte-enriched; reduced after BMC co-culture"
"Lipid",652,"Ceramides","CA-(18:00)",3,NA,"Fatty acid / Carboxylic acid","Long-chain",26.9515183867102,10.736951556289,36.9901279035008,8.97637659257022,5.28685787180156,27.589591146237,9.76661992246888,33.7857475187071,9.13356112108601,4.7333484197028,-0.948316345818268,1.79048351634798,-2.8354817479774,-0.0966818858111563,-29.0523990990043,-0.633058801382866,-28.4193402976215,-2.8354817479774,-0.0966818858111563,-2.73879986216625,"Adipocyte-enriched; reduced after BMC co-culture"
"Lipid",380,"Phosphatidylethanolamines","PEA-(30:01)",3,NA,"Phosphatidylethanolamine","Very-long-chain",13.9363261048257,11.5600967124729,22.5500055969298,35.5363635569246,7.61144286433534,13.1981081700333,9.63466114054402,21.5591642945148,24.4717694870277,8.91757507101181,-1.45639506151062,1.16199542371508,-1.27357789445682,1.34481259076888,-12.641589223503,14.8371083464837,-27.4786975699866,-1.27357789445682,1.34481259076888,-2.6183904852257,"Adipocyte-enriched; reduced after BMC co-culture"
"Lipid",257,"Lysophosphatidylcholines","LPC-(20:05)",3,NA,"Lysophosphatidylcholine","Long-chain",2145.74297397271,209.386262090932,39.3924172636338,34.1018985105083,53.2123196695301,2071.78910960921,145.588794976107,33.1371997413244,35.0718455284004,48.4626414639441,0.466559692071339,-2.13537572701374,0.548421348457353,-2.05351407062773,15.3254417226197,-110.516949447706,125.842391170326,0.548421348457353,-2.05351407062773,2.60193541908508,"Stronger BMC-associated accumulation in adipocyte context"
"Lipid",122,"Acylcarnitines","AC-(20:3) (+)",3,NA,"Acylcarnitine","Long-chain",56.1711851386565,12.9794323742376,41.7893903301096,52.0738340574404,24.4374665159771,55.6810148805332,12.5657865664784,39.8718155348511,43.8896707496317,22.9936058997628,-0.932648717536758,1.66586831803614,-0.794136569000045,1.80438046657285,-16.8782096350883,31.3238841831532,-48.2020938182415,-0.794136569000045,1.80438046657285,-2.5985170355729,"Adipocyte-enriched; reduced after BMC co-culture"
"Lipid",398,"Phosphatidylethanolamines","PEA-(38:00)",3,NA,"Phosphatidylethanolamine","Very-long-chain",7.80203999640534,14.2890620991748,18.0951783772192,7.93591340917817,30.0203611811282,9.12890271119753,20.7941687738293,19.0999651401581,6.1988959025649,32.8967553548775,2.40786211383709,-0.122609010671174,0.784375291097843,-1.74609583341042,13.7967902147195,-14.5952728712644,28.3920630859839,0.784375291097843,-1.74609583341042,2.53047112450826,"Stronger BMC-associated accumulation in adipocyte context"
"Lipid",247,"Lysophosphatidylcholines","LPC-(16:01)",3,NA,"Lysophosphatidylcholine","Long-chain",8589.92884309155,2549.18795695217,427.968945338266,3132.71910943551,2686.21149595255,8743.61549760539,2310.30430095091,374.33965613655,3104.7447367226,2701.99752955291,-0.200448303438169,-2.62566309310591,2.85160656046112,0.426391770793376,2327.65787341636,794.440435771693,1533.21743764467,2.85160656046112,0.426391770793376,2.42521478966774,"Stronger BMC-associated accumulation in adipocyte context"
"Lipid",126,"Acylcarnitines","AC-(22:0) (+)",3,NA,"Acylcarnitine","Very-long-chain",11.7448015832255,8.63603271384835,18.4619778017597,27.8768514548996,14.3859075148934,12.2763108010485,7.04359041862136,15.9931213627578,27.6102115716094,14.5811504373972,-0.921097391736141,1.1830686109442,-0.133346984478265,1.97081901820208,-1.41197092536066,20.566621152988,-21.9785920783487,-0.133346984478265,1.97081901820208,-2.10416600268034,"Stronger BMC-associated depletion in adipocyte context"
"Lipid",254,"Lysophosphatidylcholines","LPC-(20:02)",3,NA,"Lysophosphatidylcholine","Long-chain",786.206707661413,92.4394257334767,14.8190368514753,281.952289296313,158.708999646979,776.958920967287,85.934194818698,11.7593759412618,281.786602891594,151.247115379382,-0.897695395338316,-2.8694208209957,3.68502422223257,1.71329879657519,139.48773943812,195.852408072896,-56.3646686347761,3.68502422223257,1.71329879657519,1.97172542565738,"Stronger BMC-associated accumulation in adipocyte context"
"Lipid",627,"Plasmalogenethanolamines","PlasEA-(32:00)",3,NA,"Plasmalogen","Very-long-chain",6.58254313400801,36.4898517128664,25.362315408465,38.8657774895495,45.7924195744002,7.40831238558617,27.2629056807887,19.9391275303016,22.4204200423815,59.4544786239234,1.40697218323447,-0.451337049176243,1.57618320664967,-0.282126025761042,39.5153510936218,-4.84248563840723,44.357836732029,1.57618320664967,-0.282126025761042,1.85830923241071,"Stronger BMC-associated accumulation in adipocyte context"
"Lipid",250,"Lysophosphatidylcholines","LPC-(18:02)",3,NA,"Lysophosphatidylcholine","Long-chain",7956.01913532712,937.813589782088,221.767457460961,648.322773162544,609.80526585015,7955.5079310203,801.105101467916,216.94950007384,623.163228408779,580.548481508786,-0.102193554070146,-1.8846322686004,1.42005728965096,-0.362381424879286,363.598981434946,-177.941873059137,541.540854494084,1.42005728965096,-0.362381424879286,1.78243871453025,"Stronger BMC-associated accumulation in adipocyte context"
"Lipid",245,"Lysophosphatidylcholines","LPC-(14:00)",3,NA,"Lysophosphatidylcholine","Long-chain",2156.13383009565,878.157039765773,225.190873594414,1590.75509093076,1435.87072429347,2183.22094877859,809.310000701077,217.413715704692,1583.16054290043,1417.5030275603,-0.159455745129989,-1.89624946633807,2.70483695470153,0.968043233493449,1200.08931185561,773.850542199352,426.23876965626,2.70483695470153,0.968043233493449,1.73679372120808,"Stronger BMC-associated accumulation in adipocyte context"
"Lipid",4,"Signalling","lysoPAF-(18:1)",2,NA,"Lysophospholipid / PAF","Long-chain",615.712585692515,989.552874854659,161.952961586176,1997.25805784426,1073.21962543001,619.372620226841,1000.18770400594,162.422070988617,1990.64048157736,1076.02851784021,-0.887516373561424,-2.62245118028852,2.72789672001717,0.992961913290072,913.606446851594,990.452777571427,-76.8463307198328,2.72789672001717,0.992961913290072,1.7349348067271,"Stronger BMC-associated accumulation in adipocyte context"
"Lipid",115,"Acylcarnitines","AC-(18:1) (+)",2,NA,"Acylcarnitine","Long-chain",494.783378937536,417.3094428259,780.071476372776,1560.19395697964,996.248329195554,515.011317067504,378.703601658576,783.96999975885,1603.77696171544,1006.7264237925,-0.671801832562497,1.04972930564007,0.360801333874578,2.08233247207715,222.756424033646,1225.07336005687,-1002.31693602322,0.360801333874578,2.08233247207715,-1.72153113820257,"Stronger BMC-associated depletion in adipocyte context"
"Lipid",134,"Acylcarnitines","AC-(24:0) (+)",3,NA,"Acylcarnitine","Very-long-chain",2.43790094564504,3.41704660535033,6.6957131069632,6.74135091605068,6.28680773900819,0.00106491125672793,3.40154526913237,5.86951069798309,4.84297459910462,2.87600482857689,-0.751827338024778,0.787049951088843,-1.0291741422685,0.509703146845118,-2.99350586940619,1.44142932997225,-4.43493519937845,-1.0291741422685,0.509703146845118,-1.53887728911362,"Adipocyte-enriched; reduced after BMC co-culture"
"Lipid",397,"Phosphatidylethanolamines","PEA-(36:06)",3,NA,"Phosphatidylethanolamine","Very-long-chain",0.000992166232026299,0.00143852214842917,4.41002686514693,0.00105139758397948,17.344393776562,0.00097489349756488,0.00148043348809834,4.42009852221577,0.00105718720783773,8.47295553525084,12.968417344905,11.5438421619899,0.938786770822503,-0.485788412092622,4.05285701303507,-0.000423246280260618,4.05328025931533,0.938786770822503,-0.485788412092622,1.42457518291513,"Adipocyte-enriched; further increased after BMC co-culture"
"Lipid",123,"Acylcarnitines","AC-(20:4) (+)",3,NA,"Acylcarnitine","Long-chain",24.3145696654898,16.6200023981548,28.487275137314,27.924186450542,20.2136528149313,25.0256520426989,20.1338954381375,27.8607464767284,26.5465480004299,14.6671410589308,-0.855936585148646,0.468607585726948,-0.925646226592687,0.398897944282907,-13.1936054177975,6.41265256229245,-19.60625798009,-0.925646226592687,0.398897944282907,-1.32454417087559,"Stronger BMC-associated depletion in adipocyte context"
"Lipid",111,"Acylcarnitines","AC-(16:0) (+)",1,NA,"Acylcarnitine","Long-chain",588.988318832262,602.563666968497,906.522039452686,1357.51854050232,945.513622197288,528.382526745189,541.941898904169,890.552065775447,1446.83681140489,949.736664874261,-0.607302754143264,0.716561770536042,0.0928275899544577,1.41669211463376,59.1845990988146,904.894912500723,-845.710313401908,0.0928275899544577,1.41669211463376,-1.32386452467931,"Stronger BMC-associated depletion in adipocyte context"
"Lipid",266,"Lysophosphatidylcholines","LPC-(24:04)",3,NA,"Lysophosphatidylcholine","Very-long-chain",22.5233419582456,3.81313677959096,12.3179354096018,16.041441487379,16.404060942142,20.9585269474637,5.01462181472873,13.674739624707,16.2560720804802,17.7609871028854,0.127733060371524,1.44730055628402,0.377198401099929,1.69676589701242,4.08624747817846,11.2414502657515,-7.15520278757304,0.377198401099929,1.69676589701242,-1.31956749591249,"Stronger BMC-associated depletion in adipocyte context"
"Lipid",388,"Phosphatidylethanolamines","PEA-(34:03)",3,NA,"Phosphatidylethanolamine","Very-long-chain",5.32367903088988,14.827147153239,19.9830296571739,24.4636587984933,105.786180068391,7.47743312632263,14.4001765387326,25.1250728038467,16.6020679118836,71.6417435767869,2.10943749795588,0.803041278217803,1.51167267248769,0.205276452749611,46.5166707729402,2.20189137315105,44.3147793997892,1.51167267248769,0.205276452749611,1.30639621973807,"Adipocyte-enriched; further increased after BMC co-culture"
"Lipid",112,"Acylcarnitines","AC-(16:1) (+)",2,NA,"Acylcarnitine","Long-chain",165.445982739859,162.591147147603,254.860977739868,432.851331187963,298.631639249135,159.534355370411,160.290975056872,252.15858356879,461.913045726309,296.753256170027,-0.638357432391019,0.653638136988468,0.234932524154216,1.5269280935337,44.5946726012369,301.622070669437,-257.027398068201,0.234932524154216,1.5269280935337,-1.29199556937949,"Stronger BMC-associated depletion in adipocyte context"
"Lipid",86,"free Fatty Acids","FA-(20:04)",3,NA,"Fatty acid / Carboxylic acid","Long-chain",16.9475776702278,0.000279955286816122,0.355398630867882,2.30093028543118,5.09279100483581,16.995610397272,0.000288422240931212,0.000272590011266145,2.5274757635485,5.59337953625864,1.14602296884245,-0.0814494307419954,14.324694617058,13.0972222174735,5.59310694624737,2.52718734130757,3.06591960493981,14.324694617058,13.0972222174735,1.22747239958444,"Stronger BMC-associated accumulation in adipocyte context"
"Lipid",249,"Lysophosphatidylcholines","LPC-(18:01)",3,NA,"Lysophosphatidylcholine","Long-chain",52501.8378660165,13088.2380624073,3503.23552704458,19509.5189691723,12839.3106909095,54281.9227574202,12245.6240903931,3441.33097179727,19780.5522840243,12876.3743346124,-0.619356283762016,-1.83122774599787,1.90368786793852,0.691816405702665,9435.04336281511,7534.92819363127,1900.11516918384,1.90368786793852,0.691816405702665,1.21187146223585,"Stronger BMC-associated accumulation in adipocyte context"
"Lipid",387,"Phosphatidylethanolamines","PEA-(34:02)",3,NA,"Phosphatidylethanolamine","Very-long-chain",327.105002053307,887.635087659925,805.262112155242,856.735033555027,1761.42996120264,325.776532789551,880.133304009466,779.925112093568,828.993349025952,1617.05955258112,0.963940378719931,-0.174386445304828,1.05196530183648,-0.0863615221882767,837.134440487554,-51.1399549835132,888.274395471068,1.05196530183648,-0.0863615221882767,1.13832682402476,"Stronger BMC-associated accumulation in adipocyte context"
"Lipid",632,"Plasmalogenethanolamines","PlasEA-(36:00)",3,NA,"Plasmalogen","Very-long-chain",809.240572847926,1217.6388735696,942.424848859505,1059.17341105464,1636.93749262233,782.199389803658,1213.61657679629,841.283888887317,1080.16844067934,1633.99344456631,0.597145892788164,-0.528648075467508,0.957737574387975,-0.168056393867696,792.70955567899,-133.448136116946,926.157691795937,0.957737574387975,-0.168056393867696,1.12579396825567,"Stronger BMC-associated accumulation in adipocyte context"
"Lipid",382,"Phosphatidylethanolamines","PEA-(32:01)",3,NA,"Phosphatidylethanolamine","Very-long-chain",33.3299593846094,156.246925897992,187.158163020727,281.939039644102,600.609237168334,39.0620107603634,147.30152616826,170.46186104319,245.799651311889,612.643376781347,1.31756464807356,0.210676610296858,1.84559852890615,0.738710491129442,442.181515738157,98.498125143629,343.683390594528,1.84559852890615,0.738710491129442,1.10688803777671,"Stronger BMC-associated accumulation in adipocyte context"
"Lipid",256,"Lysophosphatidylcholines","LPC-(20:04)",3,NA,"Lysophosphatidylcholine","Long-chain",19713.5730567196,2122.9452615078,682.930970778552,1426.04058507502,993.485945842868,19928.1752712391,1809.72439528222,627.419606672486,1396.49355656766,981.611289647509,-0.508585170181908,-1.52826748579949,0.645721228062465,-0.373961087555119,354.191682975023,-413.230838714559,767.422521689582,0.645721228062465,-0.373961087555119,1.01968231561758,"Stronger BMC-associated accumulation in adipocyte context"
"Lipid",259,"Lysophosphatidylcholines","LPC-(22:04)",3,NA,"Lysophosphatidylcholine","Very-long-chain",1437.20354116252,261.917882261105,74.5798325801277,481.142470541298,291.634379247133,1458.47263969938,246.330341544497,77.3785242164334,467.902600691315,297.984570923694,-0.650970614884718,-1.67058922289002,1.94523251389577,0.925613905890462,220.606046707261,221.572259146818,-0.966212439557012,1.94523251389577,0.925613905890462,1.01961860800531,"Stronger BMC-associated accumulation in adipocyte context"
"Lipid",265,"Lysophosphatidylcholines","LPC-(24:03)",3,NA,"Lysophosphatidylcholine","Very-long-chain",9.27534508990214,6.0012153811672,18.3952779098173,18.1169416058296,18.2731931873271,10.7864861193972,5.79441667241692,15.9125461091029,15.5432020990332,21.8533601100787,0.491571373361833,1.45742935777572,0.457690426846935,1.42354841126083,5.94081400097581,9.74878542661627,-3.80797142564046,0.457690426846935,1.42354841126083,-0.96585798441389,"Stronger BMC-associated depletion in adipocyte context"
"Lipid",267,"Lysophosphatidylcholines","LPC-(24:05)",3,NA,"Lysophosphatidylcholine","Very-long-chain",48.672795197466,4.65376033295134,0.000990781821209166,24.5677888100436,7.7400733499279,47.2033682585939,0.00150640433643434,0.000957145630622731,25.0670639279815,8.2449877102591,-1.604203776652,-0.654298154572105,13.0724897668192,14.0223953888991,8.24403056462847,25.0655575236451,-16.8215269590166,13.0724897668192,14.0223953888991,-0.949905622079894,"Stronger BMC-associated depletion in adipocyte context"
"Lipid",1,"Signalling","lysoPAF-(16:0)",1,NA,"Lysophospholipid / PAF","Long-chain",637.572186063447,1577.7692093596,603.067323884602,2551.04050355829,1867.7940802117,653.078003316329,1575.30262688266,597.950889799524,2582.83647190017,1856.25389978814,-0.476562247589415,-1.39753010258822,1.63429515219454,0.71332729719574,1258.30300998861,1007.53384501751,250.769164971101,1.63429515219454,0.71332729719574,0.920967854998802,"Stronger BMC-associated accumulation in adipocyte context"
"Lipid",630,"Plasmalogenethanolamines","PlasEA-(34:02)",3,NA,"Plasmalogen","Very-long-chain",79.1840061841904,295.98886448143,271.6522179245,525.905963206065,913.869809465318,78.8452758559022,287.003166986144,276.799611062388,502.628225732045,908.500827462807,0.853996138583731,-0.0522247408453671,1.71464591265192,0.80842503322282,631.701216400419,215.625058745901,416.076157654518,1.71464591265192,0.80842503322282,0.906220879429098,"Stronger BMC-associated accumulation in adipocyte context"
"Lipid",114,"Acylcarnitines","AC-(18:0) (+)",2,NA,"Acylcarnitine","Long-chain",566.9112394367,656.811628777683,728.801522397763,979.149210650949,591.950901701124,539.541330632438,654.487801620373,732.614968790682,1024.11310604052,617.90179432921,-0.728925591575951,0.162688875104076,-0.245677615596644,0.645936851083383,-114.713174461471,369.625304420149,-484.338478881621,-0.245677615596644,0.645936851083383,-0.891614466680027,"Stronger BMC-associated depletion in adipocyte context"
"Lipid",379,"Phosphatidylethanolamines","PEA-(30:00)",3,NA,"Phosphatidylethanolamine","Very-long-chain",35.8320446735401,69.3654963168724,77.7983690087556,161.692988124921,64.5980217365857,33.4493406611812,65.8132573146075,69.9539461481405,112.214078988728,64.5186977867409,-0.798464470398574,0.088027215703375,-0.116688122911232,0.769803563190716,-5.43524836139959,46.40082167412,-51.8360700355196,-0.116688122911232,0.769803563190716,-0.886491686101949,"Stronger BMC-associated depletion in adipocyte context"
"Lipid",394,"Phosphatidylethanolamines","PEA-(36:03)",3,NA,"Phosphatidylethanolamine","Very-long-chain",400.709028959279,726.365589402679,641.804650100901,788.850184592085,1177.09988105088,386.791919839359,703.986432141525,637.996568573391,769.861934993543,1278.50175244784,0.731782493090077,-0.141998959654874,1.00283356841391,0.12905211566896,640.505183874445,65.8755028520181,574.629681022427,1.00283356841391,0.12905211566896,0.873781452744951,"Stronger BMC-associated accumulation in adipocyte context"
"Lipid",628,"Plasmalogenethanolamines","PlasEA-(34:00)",3,NA,"Plasmalogen","Very-long-chain",610.080887712081,1124.60042700212,1070.67157857017,871.647790336977,1307.26490404293,585.658494620624,1149.51304666366,1055.30092417517,842.08766978223,1321.54858519762,0.650187119696081,-0.12336839126469,0.324575015875847,-0.448980495084924,266.247661022449,-307.425376881434,573.673037903883,0.324575015875847,-0.448980495084924,0.773555510960771,"Stronger BMC-associated accumulation in adipocyte context"
"Lipid",116,"Acylcarnitines","AC-(18:2) (+)",3,NA,"Acylcarnitine","Long-chain",43.6538255530451,47.6052911827715,55.6460398260836,93.4289337215996,69.1296319858336,42.0618648182397,49.7675304903722,66.8591300565968,94.3036735911984,74.7253099649226,-0.335716995749199,0.425919782352255,0.160472392971208,0.922109171072661,7.8661799083258,44.5361431008262,-36.6699631925004,0.160472392971208,0.922109171072661,-0.761636778101453,"Stronger BMC-associated depletion in adipocyte context"
"Lipid",641,"Plasmalogenethanolamines","PlasEA-(40:05)",3,NA,"Plasmalogen","Very-long-chain",870.730125386911,2017.60454831214,1234.04337335907,2199.95148356087,2171.99822255583,960.658102713438,2047.07828826891,1209.7122612179,2128.35040522694,2118.30746385995,-0.0068236854316436,-0.758902344820338,0.808248073057181,0.0561694136684868,908.595202642044,81.2721169580236,827.32308568402,0.808248073057181,0.0561694136684868,0.752078659388694,"Stronger BMC-associated accumulation in adipocyte context"
"Lipid",395,"Phosphatidylethanolamines","PEA-(36:04)",3,NA,"Phosphatidylethanolamine","Very-long-chain",575.81221863375,914.423016762197,830.989877418818,1037.02914778304,1904.1889595234,587.345060371411,910.205653777704,855.429955829594,1047.58200152697,1657.33965738285,0.661806122574844,-0.089542818649606,0.95414766653799,0.202798725313539,801.909701553251,137.376347749269,664.533353803983,0.95414766653799,0.202798725313539,0.75134894122445,"Stronger BMC-associated accumulation in adipocyte context"
